Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
OECD members;15.64452969;15.58761421;15.53086188;15.27580409;14.62592997;14.61567763;14.50094874;14.4086861;14.55517436;14.29832306;13.97433369;13.85926156;13.83968185
Oman;10.54691747;11.47766262;11.26973107;12.44921163;11.49723828;10.40728763;10.83927453;10.42700782;7.141663879;5.781155452;5.736416951;6.122719496;6.69259131
Other small states;25.93501474;25.69122648;25.69279488;27.76362124;27.0397419;24.55937938;24.34517482;21.96354793;21.46983148;21.19340281;20.38276938;21.10061215;21.9576714
Pakistan;71.02490067;78.01589966;72.43493795;73.10253978;72.33998775;70.39242387;67.14212298;64.19360638;65.16565084;66.52488708;66.17925763;63.12653422;60.2368772
Panama;32.21868575;29.93608713;28.12259495;28.23271453;28.48844826;28.36363316;30.40136993;34.07471478;32.31781721;30.48954606;30.28672934;27.4323225;33.27006698
Peru;34.61145163;39.18786347;42.75753796;44.01801229;40.48416018;39.47047293;39.57092762;38.73214722;35.52486002;31.45889938;29.62533832;28.87886465;28.18825841
Philippines;52.10651159;54.03546095;55.9674263;57.44991899;55.57599068;54.84585762;58.89309049;58.31450224;57.57440329;55.69347739;54.7878623;53.6878705;53.04577947
Palau;15.37774503;16.10674262;16.26565009;17.36504734;18.30547899;16.75769985;17.18713194;14.90833163;14.61746693;13.92332017;14.94173855;14.4502461;15.45702219
Papua New Guinea;8.195515722;8.107341826;7.78150484;8.695229143;10.39126962;12.28368133;12.23990619;9.220927954;6.572432816;5.955254659;12.36896068;10.14458984;8.998544514
Poland;28.04986238;27.3152113;26.67068243;24.43300337;24.51955527;23.86526614;23.96363318;24.2740646;23.80160242;23.01104367;23.31281453;23.08046073;23.04979265
Pre-demographic dividend;53.26580682;53.96348467;53.29593314;52.17156598;49.16604073;52.08063337;50.88564516;54.53558744;54.38855871;54.47414838;56.3566643;57.33057243;55.63811245
Puerto Rico;;;;;;;;;;;;;
Korea, Dem. People’s Rep.;;;;;;;;;;;;;
Portugal;23.31230044;25.13699532;25.67330897;25.81731975;24.60703701;24.55263883;26.30024552;28.17890942;26.9631058;27.70278156;27.72781551;27.79162228;27.53207982
Paraguay;50.23401976;48.68403673;49.44598377;52.06918716;44.83948946;45.51231563;42.33335555;46.44432068;47.6867348;44.40698028;44.19501424;43.28849614;44.17625368
West Bank and Gaza;;;;;;;;;;;;;
Pacific island small states;8.850452893;10.20333431;11.04522237;11.01354324;13.77952468;12.83896515;13.51466341;13.69741649;12.71047844;12.01416883;12.43364544;12.08509133;10.60491569
Post-demographic dividend;14.99133705;14.94442776;14.88323137;14.74377895;14.19113551;14.15908005;14.10992089;14.00138379;14.14840031;13.90574538;13.58664552;13.50918795;13.47072675
French Polynesia;;;;;;;;;;;;;
Qatar;18.61186028;18.66810024;18.72445345;18.78091842;19.38055456;18.72622371;16.88670516;10.88382751;6.909432262;5.666326731;6.746207178;7.954169065;8.902657777
Romania;18.49896908;19.99056488;17.59607494;18.182154;20.78450471;19.63123679;24.27583933;22.42794037;20.17611563;20.31369954;21.28169239;20.75504959;20.48804611
Russian Federation;31.93188012;31.12683594;31.44804835;31.54885471;34.58216488;35.32572389;34.19445157;33.39754343;34.83225703;35.82570851;38.64633441;40.48464894;40.493083
Rwanda;23.79763424;24.27688837;19.63487864;16.15261585;13.70184273;11.83499843;10.27175933;8.66856873;9.47746411;8.115889877;7.617914677;6.372960657;6.247999519
South Asia;71.45817907;71.28659002;69.95659012;68.60844889;66.58070409;65.28217335;62.50820399;62.9712229;67.98932672;66.43734071;64.66398597;63.26382491;62.48868589
Saudi Arabia;16.49158597;15.39395154;16.73869938;19.36904341;18.35076362;18.94513965;15.62115401;15.15621394;14.35986459;13.1358698;14.3833667;15.70596546;16.85978621
Sudan;54.63094711;55.7892561;58.00176859;62.40304708;52.47582197;61.31344438;65.93134999;65.45468569;74.83428717;67.03178287;63.2255435;70.31081319;72.47966528
Senegal;39.51602876;37.43950725;44.27264333;41.62781239;45.615381;48.67733419;50.79879761;52.77386308;55.23893833;50.44826865;50.89114308;51.1950314;52.39982009
Singapore;49.99448359;48.83466661;48.46814275;46.45778537;43.2875365;41.45875573;39.51037228;37.65390515;36.16598547;33.2980454;33.08545053;32.66244829;32.12524056
Solomon Islands;3.433120623;3.954124451;4.18144986;4.231637716;4.336604849;4.567631334;3.851958364;4.767487943;5.039829016;4.709403962;4.847079143;4.60299924;5.399162322
Sierra Leone;66.75041914;68.64519715;72.92609215;75.53688288;69.90135312;64.02028203;69.95410919;73.18808436;62.90097237;34.9683255;36.69626415;41.55205488;50.41255355
El Salvador;42.68722534;32.83423781;35.39474607;34.58769619;33.15838277;32.74489641;30.58425486;32.07555711;28.23023796;28.27172279;27.83225477;27.16887593;29.19645011
San Marino;21.1781323;21.06109858;19.49238628;19.10112351;19.35483813;18.08510572;17.52577275;17.00000018;17.40532666;17.82951802;19.14409995;18.7431097;17.33399928
Somalia;;;;;;;;;;;;;
Serbia;29.81834412;32.84015656;34.71287489;35.14710665;35.16514599;36.40253246;36.4048034;35.43021679;37.86663711;39.94475007;40.58773518;40.78937173;41.75236225
Sub-Saharan Africa (excluding high income);33.96818837;35.85562806;36.35780518;38.06300755;34.68916503;33.1776369;32.63443642;32.93964475;35.28250381;35.60800294;35.67645453;36.27148445;35.42917977
South Sudan;;;;;;;;;;;;;19.19281483
Sub-Saharan Africa;34.05167552;35.93828812;36.45419284;38.22381422;34.84258386;33.29751908;32.76102458;33.04785467;35.39387993;35.72067873;35.78144504;36.36550363;35.53674011
Small states;27.63289182;27.52183231;27.94943793;29.34757671;28.59149642;26.64494;26.35251217;24.35780784;23.72409231;23.49364958;22.65878918;23.17152473;23.76611085
Sao Tome and Principe;30.00824451;34.24218297;30.30145466;25.37780106;23.40762019;21.06577009;19.47350055;17.78489947;14.25523609;14.95833546;16.11616313;14.04822767;13.77656013
Suriname;20.8631441;18.0836603;19.49966401;24.28281158;21.96848094;23.58067334;27.20149159;28.27469707;27.87244618;28.98274958;21.99853212;21.83638811;26.37959123
Slovakia;23.609519;26.58822834;27.37032771;21.02014571;22.41773903;22.80061394;23.57158959;23.23309034;23.32164943;18.00793111;18.44357401;17.88825244;18.71318519
Slovenia;13.0193755;12.27804348;13.63123655;12.63994575;12.77988851;12.6401633;12.19664216;12.4599658;12.45486438;12.98344582;12.49877736;12.00222373;12.32816875
Sweden;17.11302102;17.03516543;16.94321185;16.92032367;16.90623462;16.94122553;15.0433436;15.4042542;15.53537697;15.51090479;15.48625827;15.33536315;15.03260434
Eswatini;13.24464083;12.40433753;12.13582307;10.54234132;10.42381451;10.45542136;10.48334539;10.50819382;10.5304487;10.55049524;10.56864783;10.58516204;10.496746
Sint Maarten (Dutch part);;;;;;;;;;;;;
Seychelles;26.62742436;25.75134635;25.09252429;39.35392797;37.894997;29.0268749;30.27558625;25.11411905;24.75504726;29.83347774;28.88863087;25.30701756;24.59942698
Syrian Arab Republic;49.49593842;51.46000981;51.91991329;53.01201344;54.00000215;54.00000215;53.36600542;53.6898613;;;;;
Turks and Caicos Islands;;;;;;;;;;;;;
Chad;56.22251034;63.66035938;64.91826773;68.81594658;65.01296759;67.58453846;60.77015996;59.42822099;58.6379528;55.72120547;56.72420859;55.98659515;58.0231607
East Asia & Pacific (IDA & IBRD countries);54.48112998;52.34143117;48.39437375;45.60637977;42.61449688;41.17344247;40.79988185;39.71510313;38.57902911;36.80966885;35.54995687;36.14694852;36.1000626
Europe & Central Asia (IDA & IBRD countries);30.41898906;30.07948249;29.75748137;28.76913536;29.19116667;30.25857547;30.74651944;30.73402871;31.71654671;32.17523947;33.06259435;33.13114151;33.77032132
Togo;65.9535706;63.5607779;61.75686121;61.20417714;62.26445436;62.0954752;61.86898351;57.59598017;55.37058711;54.08026576;54.53458428;50.41664839;58.42012763
Thailand;27.58306265;17.65686274;14.8137942;14.70176131;15.90248942;14.49737996;13.00871223;13.42186779;12.54023314;12.85608113;12.50940412;11.34563908;11.14656255
Tajikistan;66.09986424;68.79291534;70.61388493;68.58421564;69.63989139;70.43351531;62.54403591;63.93601894;61.91447377;62.18501329;62.57888675;66.00267291;63.15241456
Turkmenistan;73.82786274;76.42288804;68.99676323;78.47992778;70.73177099;70.99907398;68.97085905;68.28610897;66.84679985;68.20839047;71.07138038;76.15718246;72.75802493
Latin America & the Caribbean (IDA & IBRD countries);41.05785365;38.88342181;37.48999529;35.23915701;34.08327466;32.22760313;30.80613649;30.30743988;29.40703131;29.12440726;28.84546142;29.28431992;28.69393494
Timor-Leste;33.20261538;22.0193848;18.36729497;11.52039394;8.844770491;11.56462654;9.924847633;9.489891678;8.579698205;9.097563475;8.297888935;8.879319578;8.344915509
Middle East & North Africa (IDA & IBRD countries);51.08483059;49.00143786;48.41388966;48.1714988;48.17452701;50.9612898;49.56342915;50.34732955;48.0325939;44.56832591;46.49233585;46.0335429;44.23758022
Tonga;13.21219504;9.879662842;12.34198362;9.832848608;15.16303569;11.54514849;13.6959523;10.99751443;13.87090534;11.41773984;12.50505;10.79200432;10.63055247
South Asia (IDA & IBRD);71.45817907;71.28659002;69.95659012;68.60844889;66.58070409;65.28217335;62.50820399;62.9712229;67.98932672;66.43734071;64.66398597;63.26382491;62.48868589
Sub-Saharan Africa (IDA & IBRD countries);34.05167552;35.93828812;36.45419284;38.22381422;34.84258386;33.29751908;32.76102458;33.04785467;35.39387993;35.72067873;35.78144504;36.36550363;35.53674011
Trinidad and Tobago;46.24819458;49.3250668;49.28312302;46.72016203;47.51119912;46.5680331;44.81612444;44.68573034;43.1730181;42.8314656;41.30602181;41.67691767;39.77743387
Tunisia;42.11570323;42.67474413;42.86813438;42.79279411;42.52130091;42.1058327;41.58300161;40.97820818;39.06398714;38.00471127;39.56750929;39.90196288;39.12016153
Turkey;24.17697906;23.6489296;23.88428897;19.18195784;14.50790316;16.87221676;15.89518487;15.93159586;16.92680269;17.72542149;16.94873273;16.46614522;17.38420129
Tuvalu;1.257647667;0.733511616;1.032706443;1.18793454;0.724071683;0.61564385;0.72783269;0.760495011;0.622888748;0.651244819;0.216444954;0.65363897;0.522179902
Tanzania;33.71459246;25.77189505;28.47422659;32.58509934;34.64831412;31.89402819;27.95462012;24.69026893;24.09046888;25.98152757;25.82907379;21.89363241;24.09613729
Uganda;36.92829907;38.43846917;38.91434669;39.27513957;37.24509776;33.13381672;37.36188412;42.44776666;40.14643431;37.91387677;40.7030642;38.91210556;39.07140791
Ukraine;37.95809448;36.13413274;36.46120131;37.78990209;37.40744591;41.85197949;46.31325603;43.94114912;45.45864165;52.19224691;54.06079888;54.05349731;52.31692195
Upper middle income;42.1324637;40.28804445;38.39801016;36.76341722;35.98187322;35.05926047;34.5076586;34.21969853;33.59381516;32.72703116;32.34570881;33.06905451;32.87370169
Uruguay;25.94186962;23.76896441;23.36310595;21.29285336;20.75167745;20.472835;19.43045408;18.4646517;17.69369543;17.09544212;16.92112833;17.53810793;17.5494343
United States;13.85512054;13.45294416;13.44438046;13.11187893;12.4660328;12.20694035;12.1979624;12.05342039;11.94341108;11.48644388;11.17207408;11.11759096;10.99292189
Uzbekistan;49.60717857;49.53717291;51.80579424;50.34559369;50.8801043;49.73755181;49.20158684;47.8208065;47.245875;45.40990591;48.41369092;52.12124586;53.43136191
St. Vincent and the Grenadines;33.55260789;34.94708538;35.81621647;34.43723023;33.3707571;32.23464191;32.65782595;31.85724616;33.02446902;33.76030028;33.29523802;33.24777782;31.18742108
Venezuela, RB;36.56163812;27.48369277;31.1458528;38.13252151;39.53265548;38.45790327;34.72499251;29.07177508;31.27943277;29.78271544;28.24469209;39.95965123;62.98787594
British Virgin Islands;;;;;;;;;;;;;
Virgin Islands (U.S.);;;;;;;;;;;;;
Vietnam;37.26836145;37.33816147;37.3026371;37.18603253;37.26035058;37.42028177;37.40775287;40.77892303;41.2694633;41.72227085;43.47938597;44.57281828;45.25793791
Vanuatu;9.796489775;9.125375003;9.42826122;8.968692273;8.954448253;8.853834867;8.490251005;8.010563999;7.252309471;8.841500431;7.640150189;8.496361971;8.960360289
World;18.55687473;18.63477217;18.70698929;18.69693161;18.14620806;18.36173934;18.41538322;18.4919512;18.79494341;18.43808059;18.14844682;18.0393401;18.20728357
Samoa;13.04202378;12.81250715;13.0762428;14.24974799;12.54660338;12.61319667;12.2851342;13.89278322;11.06363609;10.99038571;11.50089502;11.88101396;11.85705811
Kosovo;;;;;;;;;;;;;
Yemen, Rep.;64.78065848;65.89186788;69.15579438;68.61845851;74.21583533;74.01689887;72.48512506;71.61328197;74.58348274;76.41697526;80.95723987;;
South Africa;12.35544086;11.76992357;11.0370025;10.13872772;9.253119677;8.506457508;8.39882791;8.121331036;8.065105975;7.905448973;7.698547095;7.748726755;7.766923308
Zambia;31.45973086;32.56931901;33.16505551;35.06565392;25.94079375;24.46971834;21.57601863;17.42673218;11.4170827;13.81974071;12.24888042;12.16071472;11.84913144
Zimbabwe;;;;;;33.8183701;35.8047694;30.89539707;30.55130839;22.17284292;25.78641772;23.09246808;20.62233984
