Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Iran, Islamic Rep.;-0.615674853;-0.526753128;-0.60803324;-0.636435926;-0.554849148;-0.478802025;-0.432998598;-0.525846243;-0.676853836;-0.426920831;-0.208915919;-0.191414446;-0.197444484;-0.430217296
Iraq;-1.629893184;-1.7186656;-1.568267465;-1.235706091;-1.182666302;-1.197090387;-1.130674839;-1.108618498;-1.096112847;-1.111156821;-1.246433616;-1.267530084;-1.263284326;-1.320548177
Iceland;1.973406911;1.893597007;1.795479417;1.83180964;1.635218859;1.585731506;1.583260417;1.491027832;1.490048647;1.491399884;1.492079139;1.385732055;1.450543642;1.465654731
Israel;1.043849945;1.253453135;1.237050772;1.334131241;1.275443554;1.391521215;1.342522264;1.277025223;1.249336243;1.210811973;1.387782574;1.345487714;1.385686159;1.20820725
Italy;0.561837733;0.364740819;0.197625935;0.279626578;0.421652019;0.44190973;0.377540648;0.42067042;0.458483517;0.374144018;0.447952747;0.534770429;0.502127409;0.413883507
Jamaica;-0.115249112;0.225918591;0.275322795;0.259999126;0.207348168;0.215388939;0.223372266;0.011384566;0.042098962;0.137448892;0.248622134;0.412204295;0.485051811;0.496711224
Jordan;0.028204447;0.20251359;0.226626083;0.228668809;0.235815778;0.103684478;0.088219084;-0.011274511;-0.048918359;0.116841048;0.122487001;0.13379024;0.109076411;0.112717994
Japan;1.290751219;1.589434743;1.447717786;1.460432291;1.454035997;1.527669191;1.472670078;1.415637016;1.618066192;1.812485337;1.784520626;1.822037935;1.617135763;1.67581749
Kazakhstan;-0.619121671;-0.426309526;-0.579895675;-0.46157068;-0.391520679;-0.436102927;-0.409838587;-0.440244943;-0.532777667;-0.042686917;-0.073315412;-0.067045324;0.006133677;0.021720437
Kenya;-0.702118635;-0.617142618;-0.499506027;-0.590104282;-0.630103111;-0.5571087;-0.566560626;-0.52325058;-0.457267225;-0.333343953;-0.301250935;-0.324937969;-0.319921792;-0.410852253
Kyrgyz Republic;-0.878410697;-0.805854678;-0.778129101;-0.788391471;-0.964859664;-0.651697457;-0.637984753;-0.649499595;-0.651904583;-0.865409195;-0.91450417;-0.895620763;-0.711007953;-0.611537933
Cambodia;-0.999322534;-0.966637969;-0.903798699;-0.988755107;-0.945098281;-0.942988813;-0.862748981;-0.815831959;-0.906181395;-0.688959599;-0.699455142;-0.69411397;-0.658138394;-0.568605006
Kiribati;-0.473564178;-0.488403767;-0.668459892;-0.696396947;-0.784024715;-0.850462735;-0.77641201;-0.795896947;-0.769706964;-0.560693443;-0.489824891;-0.433820635;-0.245983735;-0.27643925
St. Kitts and Nevis;0.944759011;0.671989143;0.617788851;0.690290332;0.793689668;0.71207118;0.76349932;0.837065816;0.894119322;-0.071792491;0.11731191;0.141600877;0.560554206;0.551414788
Korea, Rep.;0.990601063;1.045397043;1.236836791;1.050990105;1.094724894;1.204664469;1.252769113;1.199333072;1.12555182;1.164745569;1.012393713;1.064042091;1.072764158;1.182664871
Kuwait;0.174500763;0.287201881;0.099680915;-0.007251286;0.202237174;0.168634132;0.024580795;-0.070301943;-0.070669204;-0.148398995;-0.033219855;-0.163532749;-0.176568314;-0.087805904
Lao PDR;-1.208071589;-0.977024853;-0.898874223;-0.875575244;-0.946950436;-0.860021353;-0.833849311;-0.837715805;-0.73004806;-0.415311486;-0.510565698;-0.398208231;-0.383219719;-0.672724009
Lebanon;-0.187701449;-0.25681898;-0.332365662;-0.417439461;-0.468741685;-0.279229581;-0.266072303;-0.346782535;-0.395220429;-0.37551415;-0.474291682;-0.538509786;-0.511591911;-0.640202343
Liberia;-1.413870811;-1.283121347;-1.214605212;-1.283669591;-1.231152654;-1.277085066;-1.251019239;-1.173728228;-1.384766102;-1.343055606;-1.357067704;-1.278930902;-1.340943933;-1.340830564
Libya;-1.043768048;-1.064656854;-1.221342802;-1.178037286;-1.089623809;-1.09721899;-1.312288523;-1.474232197;-1.47105515;-1.691470146;-1.653111339;-1.891928911;-1.773880839;-1.847037077
St. Lucia;0.987198293;0.671989143;0.617788851;0.690290332;0.876184642;0.803488851;0.851156652;0.663775325;0.70697397;-0.016265955;-0.079227559;0.028124617;0.265349984;0.195670322
Liechtenstein;1.558451772;1.800742269;1.763523698;1.795091987;1.80230689;1.783508778;1.770325303;1.789564252;1.754485846;1.705178618;1.689049363;1.705848932;1.764887452;1.739036679
Sri Lanka;-0.313090116;-0.161220849;-0.084295854;-0.122816488;-0.148189142;-0.195006132;-0.111431934;-0.207532242;-0.169863924;0.053877641;-0.00925624;-0.026169471;-0.147977471;-0.235379338
Lesotho;-0.135991305;-0.456208616;-0.425873637;-0.400956571;-0.294243544;-0.312128484;-0.309291095;-0.375439852;-0.417200416;-0.555181265;-0.67253089;-0.801859081;-0.855215311;-0.860905707
Lithuania;0.779207945;0.726338387;0.701870203;0.616990626;0.693558395;0.743253648;0.703799188;0.833409011;0.831737101;0.982653379;1.184934258;1.070065498;0.965336978;1.072397828
