Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Hong Kong SAR, China;1.779576898;1.866716266;1.917978764;1.901366353;1.886195421;1.962113857;1.852426529;1.740711093;1.643633723;1.619639516;1.651314497;1.561686516;1.614946842;1.676682234
Honduras;-0.81171;-0.83194685;-0.788445771;-0.904884458;-0.904352129;-0.892019808;-0.825196505;-0.95405817;-0.945494354;-0.785444319;-0.566707551;-0.657774508;-0.717707872;-0.618429124
Croatia;0.168619484;0.078596674;0.091828354;-0.010580561;-0.046447616;0.059268434;0.063671045;0.009865428;0.12422023;0.219041422;0.24522607;0.20333077;0.186701789;0.131672338
Haiti;-1.373463631;-1.311195254;-1.279907942;-1.206731677;-1.087965012;-1.187163472;-1.223196983;-1.235766172;-1.130484939;-1.233899713;-1.237522483;-1.331627607;-1.238219738;-1.280559063
Hungary;0.654348493;0.658724189;0.622805893;0.471792012;0.433832288;0.365650147;0.399596125;0.356334448;0.321602583;0.164560184;0.148635432;0.097243495;0.089291483;0.053369705
Indonesia;-0.878198743;-0.838419735;-0.619016171;-0.593699992;-0.838645577;-0.751360238;-0.701874554;-0.639787436;-0.613819301;-0.561766207;-0.458367288;-0.399326682;-0.252712816;-0.251563013
India;-0.360784948;-0.276443958;-0.398113132;-0.337176353;-0.451971233;-0.468117386;-0.536282182;-0.513237476;-0.517439961;-0.428023726;-0.352018297;-0.282257646;-0.239811584;-0.186302558
Ireland;1.593497992;1.710350394;1.7485919;1.749867439;1.759451747;1.688269019;1.562962532;1.463657618;1.538591504;1.604880452;1.615371466;1.58335638;1.548582196;1.547599554
Iran, Islamic Rep.;-0.482762307;-0.483629018;-0.548327982;-0.775439322;-0.839384258;-0.947151423;-0.87289542;-0.790724754;-0.68715781;-0.6192047;-0.604584157;-0.711388409;-0.811703503;-0.958930075
Iraq;-1.374017;-1.448431134;-1.460476756;-1.462250233;-1.326993704;-1.258810282;-1.170654178;-1.217341304;-1.27774024;-1.333758235;-1.36887908;-1.386965275;-1.37215054;-1.399580717
Iceland;2.311685801;2.183154345;2.208235979;2.343693018;2.04151988;1.942624211;1.939585567;1.886239171;1.912273526;1.827839136;1.939109683;1.949493647;1.838142157;1.843912721
Israel;0.830711484;1.007911205;0.850331843;0.895109236;0.809846103;0.755145073;0.804842532;0.90974474;0.913166881;0.865709782;0.943006575;1.186808825;0.826720357;0.78669095
Italy;0.410524517;0.483804554;0.336824447;0.270140916;0.199060738;0.126922861;0.181863904;0.066174991;0.05163566;-0.029641563;0.016264148;0.084406801;0.188600972;0.235666126
Jamaica;-0.30635348;-0.25682202;-0.297688395;-0.29559043;-0.284784138;-0.231324956;-0.162444815;-0.257782698;-0.275375754;-0.299021482;-0.231605083;-0.159061596;-0.172511503;-0.181525514
Jordan;0.256804675;0.25931561;0.264059395;0.356088012;0.1588846;0.041185897;0.101028673;0.072143979;0.067913122;0.135680109;0.260072917;0.2652933;0.259769857;0.149577796
Japan;1.218507767;1.32921946;1.238237739;1.335972905;1.377337813;1.560461521;1.561261773;1.627002954;1.655679941;1.694594502;1.569181323;1.524957776;1.522446275;1.424979329
Kazakhstan;-1.01411891;-0.992101789;-0.990069747;-0.978289068;-0.933123469;-0.997856498;-0.99148953;-0.919135213;-0.928998351;-0.830442965;-0.852641642;-0.816717088;-0.820999742;-0.501778245
Kenya;-0.996400535;-0.933276176;-0.970947802;-1.055103779;-1.059961438;-0.910031915;-0.950201154;-1.093514681;-1.031271935;-0.933301449;-1.013478637;-0.892789841;-0.953781784;-0.852302909
Kyrgyz Republic;-1.253386259;-1.317894578;-1.319989562;-1.222448587;-1.305888295;-1.173230171;-1.2188375;-1.149586678;-1.162882209;-1.127943873;-1.149714231;-1.079306722;-1.05403614;-0.954410195
Cambodia;-1.209746718;-1.253652096;-1.14503777;-1.231374979;-1.174738526;-1.243029118;-1.238742709;-1.070102453;-1.052427888;-1.137763739;-1.117988348;-1.272917509;-1.291397333;-1.32573545
Kiribati;0.203317389;0.048034325;0.099517718;-0.026544947;-0.156103358;-0.07728827;0.094982624;0.006524493;-0.042494394;0.251793474;0.220114186;0.24952431;0.390061349;0.336474419
St. Kitts and Nevis;0.976714611;0.876542211;0.888246298;0.979295135;1.037111163;1.006664157;1.017655969;0.943537176;0.940623224;0.247271582;0.504500687;0.513921618;0.507529676;0.452666759
Korea, Rep.;0.623883009;0.348367393;0.602054715;0.470143616;0.535072267;0.469492167;0.528292954;0.535167158;0.614447951;0.547560692;0.37362197;0.456912607;0.480834544;0.604206383
Kuwait;0.507471919;0.433032632;0.370585859;0.420185626;0.30936113;0.302228838;0.086252801;-0.190458089;-0.188342303;-0.240322918;-0.225096703;-0.268207401;-0.331508756;-0.289451689
Lao PDR;-1.302481532;-1.314593792;-1.269775033;-1.197018504;-1.238691211;-1.193468094;-1.177133203;-1.019356251;-0.933909893;-0.849051833;-0.911600888;-0.952446878;-0.935943544;-0.982790649
Lebanon;-0.530723512;-0.942333102;-0.888473868;-0.81831342;-0.833865643;-0.87509644;-0.902648032;-0.869408309;-0.924074709;-1.037225246;-0.883767843;-0.965201139;-1.000193357;-1.10905087
Liberia;-1.204035759;-0.718834996;-0.45779565;-0.737542689;-0.589855909;-0.561760962;-0.671187758;-0.598492324;-0.710570574;-0.771458089;-0.645438671;-0.721615434;-0.66391623;-0.852092624
Libya;-0.962460101;-1.084067106;-1.045788288;-0.953151405;-1.207996011;-1.288268089;-1.301970363;-1.363768458;-1.481792569;-1.564978242;-1.616930723;-1.626685858;-1.591526747;-1.552904844
St. Lucia;1.11937809;1.053335667;1.064784884;1.15973568;1.218976259;1.20156312;1.207378983;1.012583137;1.042831302;0.414502919;0.617763937;0.630557537;0.586879969;0.536290526
Liechtenstein;1.278152943;1.25953114;1.093162775;1.186626434;1.688022733;1.846566558;1.811491609;1.801479697;1.841200352;2.081461191;2.064388275;2.042704105;2.056466341;2.007995605
Sri Lanka;-0.3397865;-0.200084209;-0.152948171;-0.22521092;-0.397427797;-0.421347946;-0.393271297;-0.236788273;-0.214865029;-0.343856692;-0.344155371;-0.310729444;-0.451861948;-0.335573137
Lesotho;0.021686876;0.002144188;-0.068846598;0.049708098;0.155915529;0.168570325;0.151320979;0.121429712;0.275596112;0.190519944;0.062536784;-0.022526162;-0.030684836;-0.102964677
Lithuania;0.328052342;0.161695048;0.13014929;0.139662281;0.231553197;0.376731932;0.327106059;0.393993855;0.426032931;0.558858037;0.617654681;0.713836074;0.553735316;0.4979783
Luxembourg;1.656579494;1.882663846;1.971466184;1.971971512;1.973333359;2.046461344;2.159843683;2.122711658;2.123356342;2.073182344;2.09668684;2.096853733;1.985519648;2.088051796
Latvia;0.379619509;0.369864076;0.352403969;0.254886359;0.226274058;0.228307128;0.286647677;0.245458975;0.328415573;0.415365428;0.468176097;0.431138307;0.53583014;0.328646898
Kosovo;-0.521486759;-0.50971216;-0.732422531;-0.627911508;-0.58453095;-0.617668986;-0.610767424;-0.651654124;-0.64922899;-0.488147616;-0.535548925;-0.414744139;-0.503981709;-0.519093573
Macao SAR, China;0.515915632;0.351690024;0.454558045;0.439987004;0.164959148;0.41730839;0.440656275;0.425076306;0.553384542;0.848661423;0.611763358;0.846185386;0.642011404;0.715793729
Morocco;-0.307885438;-0.408488572;-0.344908357;-0.382435501;-0.325604618;-0.204909459;-0.400819302;-0.436757237;-0.371113569;-0.265681654;-0.220340759;-0.129715011;-0.140287578;-0.217327252
Monaco;;;;;;;;;;;;;;
