Country;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Bahrain;17959.25544;19307.60966;20976.54353;23066.53376;19355.90467;20722.13729;22514.23795;23654.35139;24744.29696;24989.40012;22688.9444;22619.11667;23709.43047;23991.05668
Bahamas, The;30278.36692;30713.70528;31472.09897;30627.23863;28552.19048;28443.40766;28006.37972;29485.62093;28768.02989;29445.03053;31405.96356;31588.835;31827.2427;32217.87159
Bosnia and Herzegovina;2980.602109;3416.510596;4193.373652;5090.932345;4714.702495;4635.517779;5092.551943;4778.636088;5131.394506;5329.635045;4727.277546;4994.68314;5394.59122;6072.180992
Belarus;3125.810535;3847.434124;4735.657608;6377.369732;5351.355382;6029.3968;6519.230195;6940.159254;7978.872615;8318.51269;5949.106307;5022.626643;5761.74712;6330.075246
Belize;3883.192389;4153.894738;4252.48725;4404.330836;4186.489965;4270.864345;4423.489797;4505.621302;4568.502958;4705.60269;4775.955648;4818.403909;4887.577208;4884.734162
Bermuda;75882.03386;83912.6978;90849.58698;93605.74817;88463.31282;88207.32756;85973.15842;85458.45551;85748.06541;;;;;
Bolivia;1034.31124;1218.874459;1372.628225;1715.208922;1754.211061;1955.461557;2346.33717;2609.880819;2908.200085;3081.878834;3035.972215;3076.658949;3351.12404;3548.590153
Brazil;4790.437088;5886.463588;7348.030794;8831.023117;8597.915352;11286.24302;13245.6125;12370.0242;12300.32488;12112.58821;8814.000987;8710.09669;9925.386238;9001.234249
Barbados;13822.59168;15199.45797;16770.72121;17092.58214;15885.57971;16056.37098;16458.35321;16249.55939;16451.16358;16489.07224;16525.07325;16900.16655;17391.42587;17745.19346
Brunei Darussalam;26105.27903;30979.87917;32663.56659;37934.37651;27955.71386;35269.55311;47055.84112;47740.5149;44740.08502;41726.78397;31164.56203;27157.82341;28572.14678;31628.32879
Bhutan;1228.441824;1330.965297;1757.182567;1828.149233;1819.213401;2258.183141;2563.257527;2538.9459;2472.714309;2652.214589;2752.664208;2930.562989;3286.574703;3243.231126
Botswana;5520.12472;5516.03921;5832.733942;5713.534983;5255.768461;6434.815657;7617.325094;7070.37655;7224.965172;7780.638385;6799.875234;7243.852997;7893.210108;8279.601365
Central African Republic;331.1629242;354.6713801;404.373965;464.5614221;474.7054087;488.4214018;551.7500966;565.800697;380.2981676;424.4487513;377.4230017;402.1912906;450.900245;475.9536099
Canada;36266.18712;40385.86996;44543.04104;46594.45095;40773.06153;47448.01322;52087.44638;52678.39012;52652.59368;50893.44671;43585.51198;42322.48478;45148.55271;46313.17137
Central Europe and the Baltics;8347.82284;9468.425951;12004.03179;14576.99141;12293.39198;12576.04184;13889.38578;13015.82872;13718.09775;14161.9073;12493.71382;12792.51412;14198.12986;15966.66834
Switzerland;54952.67372;57579.50195;63555.2375;72487.84593;69927.46877;74605.72102;88415.62806;83538.23008;85112.4644;86605.56338;82081.59712;80172.23207;80449.99456;82818.10816
Channel Islands;58197.44938;63239.65383;74462.64675;;;;;;;;;;;
Chile;7598.525121;9464.550243;10502.35452;10751.47967;10208.90676;12808.03459;14637.24024;15351.55133;15842.94081;14670.99676;13574.17183;13753.59444;14999.37009;15924.79424
China;1753.417829;2099.229435;2693.969827;3468.304463;3832.235952;4550.453596;5618.132491;6316.918863;7050.64592;7678.599432;8066.942424;8147.938148;8879.438149;9976.676822
Cote d'Ivoire;930.8298181;949.1318328;1061.154026;1235.613366;1210.295426;1213.112645;1208.583026;1243.273487;1415.871758;1561.463655;1972.546108;2013.382462;2111.027076;2302.612951
Cameroon;1011.880073;1062.137433;1194.06985;1371.746708;1314.706015;1286.515572;1405.094392;1354.545613;1465.638843;1542.620266;1327.503017;1364.33011;1425.107818;1534.491274
Congo, Dem. Rep.;218.3861908;255.4330838;286.3304921;327.5637218;298.6196821;334.0215726;387.0824654;424.6003861;457.9637283;486.7870819;497.3169608;471.3188404;467.0742375;557.0644183
Congo, Rep.;1680.204588;2064.344523;2165.745759;2956.264407;2314.266025;2812.435974;3286.694535;3032.493883;3047.930773;2996.918026;1762.032018;1815.295843;1767.894521;2223.854479
Colombia;3414.465833;3741.093171;4714.072541;5472.536133;5193.241451;6336.709214;7335.11051;8050.058414;8218.033996;8114.084069;6175.876132;5871.223575;6377.851363;6718.585324
Comoros;1068.600321;1113.957757;1238.461514;1387.594626;1339.337191;1316.498848;1447.963587;1403.34862;1505.349473;1513.830379;1242.60319;1273.058953;1323.81159;1415.955313
Cabo Verde;2099.157484;2361.385134;3186.826892;3721.250949;3517.401245;3378.25486;3740.389099;3447.524041;3615.979041;3588.674054;3043.013984;3130.963385;3292.645755;3617.327488
Costa Rica;4654.824822;5201.514095;6071.789165;6859.079022;6760.477515;8141.913127;9121.932518;9913.209959;10490.08133;10547.15186;11299.13554;11666.45591;11814.62657;12112.13442
Caribbean small states;7253.537344;8061.230996;8913.791951;10059.83315;8411.007673;9086.894793;9762.053463;10017.38359;10140.16594;10202.27477;9939.801206;9384.914524;9557.517493;9982.268089
Cuba;3786.664795;4683.566155;5208.716073;5411.271418;5529.67036;5730.354775;6139.71933;6497.321113;6837.712892;7133.342095;7694.01192;8060.795886;8541.210673;8821.818891
Curacao;;;;;;;20146.38641;20587.39736;20462.71795;20258.00969;19951.3279;19555.36585;19457.53152;19573.89265
Cayman Islands;;83322.78344;85434.26817;85187.84024;77398.01584;73350.78482;72328.41164;72783.32044;73515.89532;74990.43322;76280.48625;78296.09993;81124.51348;85477.28701
Cyprus;24959.25917;26729.3234;31244.92622;35397.36368;32109.24251;31023.63833;32396.38574;28912.15694;27729.1927;27129.62612;23333.71491;24532.51906;26338.69434;28689.70672
Czechia;13346.17639;15183.63605;18373.649;22698.85396;19741.59763;19808.07109;21717.45794;19729.87051;19916.01939;19744.55861;17715.61685;18463.38658;20379.89604;23046.94913
Germany;34507.36881;36323.44774;41587.2129;45427.15168;41485.90165;41531.9342;46644.77603;43858.36306;46285.76407;47959.99327;41139.54457;42098.92045;44349.58966;47639.00344
Djibouti;904.7297489;967.6686229;1052.725652;1223.856861;1267.312801;1343.26873;1451.54298;1559.240651;2312.728803;2464.327841;2658.978753;2802.197051;2914.383856;3141.889219
Dominica;5160.224314;5518.399108;5952.056669;6469.145738;6902.85717;6967.266654;7065.061847;6848.394227;7016.676471;7318.103783;7596.435062;8080.968623;7274.721333;7691.345097
Denmark;48799.8256;52026.99951;58487.05497;64322.0635;58163.27688;58041.39844;61753.64713;58507.50805;61191.1937;62548.98473;53254.856;54663.99837;57141.05984;61390.69301
Dominican Republic;3970.32284;4134.683785;4707.792532;5087.985365;5039.402596;5555.389722;5913.432072;6110.369652;6238.133608;6608.828102;6921.517228;7280.880109;7609.338799;8050.63044
Algeria;3113.101094;3478.654871;3950.519369;4923.629265;3883.261271;4480.799271;5455.853529;5592.257099;5499.581487;5493.02559;4177.892515;3946.443977;4044.2766;4114.715061
East Asia & Pacific (excluding high income);1640.960056;1961.132965;2461.094187;3091.073283;3327.851534;4005.488963;4858.581874;5378.84239;5891.457766;6306.328414;6522.674364;6612.248471;7173.398308;7971.137515
Early-demographic dividend;1780.271725;2003.737176;2338.724497;2595.773601;2460.736569;2944.925795;3252.888306;3362.382791;3373.30668;3444.087951;3297.405256;3328.524055;3548.288051;3582.002227
East Asia & Pacific;4848.234538;5105.557388;5672.542598;6498.487645;6647.743114;7697.992805;8861.458466;9420.497882;9466.235452;9703.284026;9598.278555;9857.980865;10467.70219;11316.76045
Europe & Central Asia (excluding high income);4269.885041;5229.663859;6709.636366;8284.804299;6466.589968;7780.766654;9611.536804;10189.22398;10729.40774;9897.827942;7461.211702;7043.481347;7863.679049;8013.860708
Europe & Central Asia;19222.374;20752.63467;24159.81646;26415.00853;23138.56059;23604.68119;26109.25901;25068.32812;26071.85206;26301.08299;22551.60089;22371.68239;23597.42401;25171.42597
Ecuador;3002.136867;3328.882972;3567.836438;4249.019262;4231.615798;4633.590358;5200.55579;5682.045007;6056.330827;6377.09153;6124.491643;6060.093329;6213.501276;6295.935399
Egypt, Arab Rep.;1187.51969;1398.190624;1667.843721;2044.527855;2329.23948;2644.817039;2791.954962;3232.648892;3264.378787;3378.831358;3598.970948;3525.020165;2440.510173;2549.132252
Euro area;31936.04537;33767.09252;38666.73429;42177.82092;38423.21376;37567.13056;40613.87428;37598.04226;39102.91309;39857.29176;34381.55479;35142.31547;37095.12027;39965.84033
Eritrea;388.5951226;415.0365994;439.8326905;450.6328403;595.1099872;501.3556333;642.5076591;;;;;;;
Spain;26419.29686;28365.31349;32549.97098;35366.2596;32042.47408;30502.71971;31636.44631;28324.42934;29059.54795;29461.55033;25732.01836;26505.34322;28170.43457;30337.67913
Estonia;10406.39688;12631.56777;16741.93912;18227.12008;14794.97079;14790.82122;17621.54744;17534.42154;19174.10073;20367.10266;17522.23019;18237.29584;20388.20955;23258.46758
Ethiopia;162.4327265;194.6874305;244.2860372;326.4368267;380.5690479;341.5541149;354.4795758;467.0779272;499.5315721;566.9264665;640.5418913;717.1245929;768.5223076;771.5238139
European Union;27330.99365;29068.60434;33549.52344;36912.06494;33359.78899;32931.63812;35716.27366;33158.79141;34564.11251;35243.20737;30473.74026;31162.69639;33029.98795;35659.75715
Fragile and conflict affected situations;1126.863822;1366.903598;1623.020291;2042.508216;1878.714288;2205.098612;2186.971155;2457.000322;2523.042763;2710.812193;2341.686509;2049.27473;2030.056919;2148.379174
Finland;39040.28888;41188.0937;48414.84509;53554.03892;47293.99283;46459.97325;51081.99767;47710.79022;49878.04324;50260.29986;42784.69836;43784.28396;46316.74546;50021.29106
Fiji;3659.579329;3747.860716;4072.10157;4167.670285;3362.816555;3652.527437;4371.45751;4591.555784;4840.693716;5605.570331;5390.745237;5651.318066;6101.030843;6266.967959
France;34760.18777;36443.62344;41508.43399;45334.11444;41575.41875;40638.334;43790.73205;40874.70351;42592.93409;43011.2631;36638.18493;37037.37419;38812.16103;41631.09074
Faroe Islands;36205.37054;41522.54386;47885.69888;50866.0811;47447.87004;48530.23385;52083.88914;49459.71723;54853.6256;59440.03076;52404.65933;55822.91472;58622.84082;
Micronesia, Fed. Sts.;2358.280018;2406.182916;2458.611313;2541.408883;2721.870357;2885.445676;3009.198647;3131.386715;2994.679304;2971.45729;2906.376785;3014.700358;3289.701146;3568.291016
Gabon;6888.627147;7214.914544;8447.078591;10212.81943;7690.052235;8849.3553;10809.64645;9813.477703;9683.57629;9663.42924;7384.71587;6984.451019;7230.396393;7956.627816
United Kingdom;42030.28661;44599.69757;50566.8266;47286.99849;38713.13743;39435.8399;42038.57225;42462.77157;43444.533;47425.60768;44974.83188;41064.13343;40361.41738;43043.22782
Georgia;1642.760938;1996.057129;2635.353882;3324.735879;2822.66743;3233.295943;4021.743306;4421.818242;4623.745725;4739.188338;4014.185944;4062.169888;4357.000936;4722.787783
Ghana;491.9463779;911.9986756;1078.160509;1210.622257;1074.75538;1299.344949;1549.462902;1587.561237;2345.392906;1971.033347;1743.850996;1931.38947;2025.932424;2202.312164
Gibraltar;;;;;;;;;;;;;;
Guinea;322.4156816;453.4035185;659.992723;715.0968204;674.0855502;672.4244026;651.1353635;717.0507379;769.0039433;787.2380702;769.2560137;732.9665707;856.5652698;983.3094922
Gambia, The;665.7219407;662.362461;780.3800991;924.5115164;833.2804027;860.6378737;762.7610541;742.7811378;700.514972;607.4284041;649.5108294;683.9976539;676.6559246;712.5123711
Guinea-Bissau;436.3020197;429.6222659;493.0704969;597.5763927;557.1716148;557.6321326;702.7428804;616.4116862;634.482446;622.4817167;603.1585129;661.0076549;736.7255662;777.9699218
Equatorial Guinea;10963.28936;12857.33605;15908.39183;22942.58345;16667.93682;17288.8596;21641.87052;21711.15323;20390.71932;19394.02999;11283.46561;9250.331953;9667.912252;10144.19581
Greece;22551.73574;24801.15781;28827.32636;31997.28201;29710.9703;26917.75898;25916.29353;22242.68193;21874.8195;21760.9798;18167.77372;18116.45962;18930.21859;20324.30501
Grenada;6644.02496;6658.540847;7212.506822;7832.423352;7290.6971;7257.756622;7291.058897;7444.504768;7789.776381;8369.886755;9096.870646;9628.347487;10152.83281;10485.90716
Greenland;32489.78191;35458.12312;39780.95144;44367.05565;44918.56488;43988.33249;47186.98147;45936.76595;47535.58995;50484.92757;44536.40131;48181.87419;50321.36875;54470.95639
Guatemala;2101.541818;2287.935715;2531.20608;2848.50316;2695.221264;2898.942215;3281.667502;3408.784916;3522.773698;3779.642328;3994.636913;4173.301666;4451.45099;4472.892363
Guam;26495.87758;26555.6452;27542.22617;29056.31429;30026.50321;30700.43401;30859.40435;32494.56236;33265.38119;34394.09748;35278.92594;35562.83791;35615.80463;35712.56214
Guyana;1105.496454;1954.133308;2331.200342;2566.887085;2756.819889;3033.247725;3425.436441;3788.146749;3934.865262;4031.600662;4166.128516;4542.622067;4586.054572;4979.002188
High income;33172.20055;34797.80678;37807.87106;39888.60952;37123.94591;38650.14499;41536.18271;41343.83883;41628.48055;42293.54451;39730.91955;40332.26339;41971.23735;44351.03906
Hong Kong SAR, China;26649.7508;28224.21506;30594.01784;31515.66277;30697.34038;32549.99823;35142.48793;36730.8767;38403.77771;40315.28556;42431.88828;43731.10682;46165.85651;48542.88733
Honduras;1296.695959;1420.136121;1572.065504;1727.827701;1789.706651;1904.346465;2088.3153;2144.342611;2102.593166;2206.051934;2302.201379;2342.584651;2453.727896;2505.776752
Heavily indebted poor countries (HIPC);467.8116855;541.2781946;629.2276633;739.0828424;728.302897;779.1447554;840.1037469;862.6179163;937.5807608;962.9292205;927.4845955;897.4932554;929.4107113;955.5189073
Croatia;10530.21991;11703.33789;13962.84757;16309.43901;14555.99645;13923.62858;14566.63847;13238.10193;13642.19366;13600.19439;11782.89908;12360.48382;13412.33829;14920.19138
Haiti;468.7572696;508.9688066;619.8127742;678.8447898;672.0369979;665.6274195;744.2174268;769.749381;815.8200152;831.8739489;815.7282844;735.3017703;765.7272943;868.3420248
Hungary;11200.57695;11475.82271;13918.96019;15753.47328;13046.48101;13113.52596;14150.96673;12918.24752;13687.2461;14246.1098;12651.56834;12992.37567;14457.60876;16150.77276
IBRD only;2279.136511;2675.424485;3292.33179;3914.321957;3759.662481;4520.586656;5287.113108;5566.795982;5823.532083;5965.913145;5581.205514;5571.601027;6091.709777;6451.685682
IDA & IBRD total;1909.04944;2236.821762;2732.60977;3238.502622;3103.944674;3707.50905;4311.53819;4528.972274;4736.528497;4851.424618;4537.976928;4503.145178;4885.474243;5153.202106
IDA total;629.8195775;740.90076;847.9122545;992.9410116;954.1464839;1074.340129;1190.507013;1250.498231;1347.43393;1422.525515;1370.73525;1299.267674;1312.725888;1359.696233
IDA blend;917.101834;1122.662298;1264.850917;1464.524963;1339.974593;1536.688862;1730.326711;1859.438279;1977.510202;2105.041778;1957.863442;1771.739128;1714.469866;1753.091302
Indonesia;1263.287321;1589.801489;1860.002763;2166.854167;2261.247224;3122.362815;3643.043936;3694.348946;3623.911582;3491.624791;3331.695128;3562.845756;3837.651731;3893.846425
IDA only;481.587631;544.0263959;632.767972;750.0322775;757.0900258;836.6672824;911.416819;933.7731072;1019.86625;1066.54824;1066.156944;1057.255824;1110.355797;1162.750266
Isle of Man;37761.03605;42106.80118;54194.98641;70994.40895;65031.33187;69766.52119;77351.95888;76104.68137;80431.6728;88974.22865;81606.28003;79155.54167;80989.17221;
India;714.8610135;806.7532806;1028.334771;998.522339;1101.96084;1357.563719;1458.103527;1443.879529;1449.605912;1573.881492;1605.605434;1732.564262;1981.65105;2005.863005
Not classified;;;;;;;;;;;;;;
Ireland;50878.22361;54306.42932;61359.74138;61262.10056;52105.15248;48715.17686;51848.90973;48917.89756;51590.18845;55492.98268;61995.42278;63197.08237;69822.34718;78621.22796
Iran, Islamic Rep.;3246.051029;3774.357841;4904.666252;5717.314465;5709.94798;6599.660938;7781.406114;7927.846902;6018.324473;5585.526758;4904.326877;5253.424843;5520.310789;
Iraq;1855.522004;2373.214785;3182.947982;4636.610978;3853.940935;4657.280426;6045.495551;6836.027313;7076.554608;6818.804621;4989.803075;4776.726499;5205.288255;5834.166211
Iceland;56658.59267;56673.60244;69054.27079;56409.7731;41333.41853;43024.92349;47516.87469;45910.02055;49522.23659;54241.93466;52564.42919;61466.80397;71310.93925;72968.70423
Israel;20566.64549;21837.37849;24924.33095;29567.80388;27715.63681;30693.59308;33669.24647;32511.23785;36309.46883;37678.88977;35776.79517;37321.62404;40541.86209;41719.72544
Italy;32043.14037;33501.65817;37822.66524;40778.34274;37079.75867;36000.52012;38599.06221;35053.52624;35549.9747;35518.41529;30230.2263;30939.71425;32406.72032;34520.08516
Jamaica;4089.198442;4321.043327;4633.944386;4917.718398;4316.231053;4704.054455;5111.471413;5209.851931;4989.171391;4833.790318;4907.50372;4843.338474;5069.183838;5354.236859
Jordan;2214.017817;2548.268658;2773.740242;3398.151722;3504.00246;3690.113268;3816.279258;3877.339345;3998.027473;4072.765475;4105.448961;4103.7336;4162.820687;4241.788782
Japan;37217.64873;35433.98896;35275.22843;39339.29757;40855.17564;44507.67639;48167.99727;48603.47665;40454.44746;38109.41211;34524.46986;38761.81815;38386.51115;39159.42356
Kazakhstan;3771.278957;5291.57565;6771.414797;8513.564645;7165.223175;9070.488253;11634.0019;12386.7;13890.63177;12807.26069;10510.77189;7714.841844;9247.581331;9812.601405
Kenya;511.6164222;685.9545322;825.6665976;902.0700258;905.1317861;951.6879611;971.633329;1136.871406;1210.388014;1315.804535;1336.883349;1410.527568;1572.335496;1707.986805
Kyrgyz Republic;476.55213;543.1107024;721.7686908;966.3936272;871.2243893;880.0377751;1123.883168;1177.974735;1282.437162;1279.769783;1121.082835;1120.666513;1242.769643;1308.140165
Cambodia;474.1112278;539.7501687;631.5248421;745.6091807;738.0547836;785.5022829;882.2754926;950.880346;1013.420401;1093.496191;1162.90492;1269.591257;1385.25998;1512.12671
Kiribati;1214.556667;1168.448531;1374.452153;1428.120516;1311.999002;1516.811869;1735.018358;1788.505421;1715.765331;1642.762597;1542.57525;1584.807446;1640.500104;1698.256286
St. Kitts and Nevis;12329.66101;13612.7678;14426.83212;15590.52879;15388.36724;15508.76811;16538.17144;16044.70548;16684.95302;18052.03596;18029.32554;18811.87337;19155.2894;19275.27726
Korea, Rep.;19402.50263;21743.47745;24086.41044;21350.42798;19143.85161;23087.22564;25096.26388;25466.76052;27182.73431;29249.57522;28732.23108;29288.87044;31616.8434;33340.26515
Kuwait;35591.00578;42781.3665;45782.27656;55494.95099;37561.67267;38577.49828;48631.6913;51979.10517;49388.13741;44062.31704;29869.52939;27653.06677;29759.43649;33994.38192
Latin America & Caribbean (excluding high income);4884.091903;5662.570882;6635.782074;7677.581129;7110.086051;8767.05888;9870.706096;9825.143454;9936.316767;10062.26923;8461.077391;8142.770024;8990.524504;8583.068002
Lao PDR;475.6107135;590.6327074;710.344815;900.3236718;948.6539323;1140.599205;1378.361365;1581.395403;1825.665113;1998.335215;2134.711796;2308.800482;2423.846203;2542.486528
Lebanon;4575.105512;4626.859808;5207.796;6111.332411;7354.953605;7761.646191;7674.83535;7950.695378;7931.080476;7686.25603;7644.548657;7629.891117;7801.178658;8024.803271
Liberia;294.8930368;336.1156743;396.6017613;478.3999379;470.9476196;513.4456986;596.8970811;657.9362563;721.9300554;721.1827948;710.3838577;714.6233922;698.7017644;677.3221785
Libya;8163.010778;9336.35667;11300.19134;14382.57629;10275.26656;12064.78069;5554.179164;13025.28139;10363.78949;6466.91027;4337.919139;4035.194316;5756.69845;7877.122251
St. Lucia;6948.821454;7669.074351;7970.035701;8456.694632;8137.845494;8540.414378;8983.436673;9086.799462;9378.562363;9843.915819;10093.89976;10361.8141;11047.44499;11357.88901
Latin America & Caribbean;5141.974235;5952.577109;6928.701379;7958.466416;7393.212514;9065.807546;10193.85724;10186.95946;10326.13436;10417.35374;8870.63068;8577.358726;9432.971185;9081.194527
Least developed countries: UN classification;458.6473176;523.4365051;612.8754877;741.8521794;729.4826173;813.2670308;903.509772;935.4819809;997.2093156;1053.028615;1014.380373;978.7413075;1041.228276;1056.786187
Low income;423.565554;483.9967583;576.3358213;679.0670705;679.5028861;734.2035212;773.2421812;790.4963907;845.7405124;883.9699919;860.5686206;774.5072735;779.6083179;781.5327819
Liechtenstein;105414.442;114390.5997;130655.637;143255.9816;126082.4926;141200.38;158156.5998;149010.2249;173058.3174;178845.631;167290.94;165629.1905;173356.0513;
Sri Lanka;1248.698185;1435.817177;1630.388906;2037.322103;2090.401826;2799.648876;3200.833829;3350.521876;3610.289363;3819.25353;3843.780672;3886.291502;4077.043721;4080.567125
Lower middle income;859.901257;994.5662633;1198.987715;1321.381507;1311.883815;1542.652453;1709.884166;1775.624255;1843.332143;1935.239874;1886.725894;1920.047686;2034.893581;2090.130109
Low & middle income;1819.758841;2134.32103;2605.330277;3086.162478;2980.204428;3576.05292;4167.710896;4393.63289;4593.900589;4709.48357;4415.522911;4380.328093;4749.356416;5001.970026
Lesotho;842.8130532;904.6034022;863.7796315;884.9626748;890.9963833;1137.275702;1308.690066;1253.696202;1193.713257;1223.333032;1152.139827;1043.569792;1150.079173;1221.883763
Late-demographic dividend;2915.184504;3495.979211;4377.57265;5408.660898;5194.140284;6192.389209;7502.030598;7978.585356;8548.159629;8818.869796;8218.384972;8187.21316;9031.340769;9840.781998
Lithuania;7863.162009;9240.642548;12297.91535;14961.56818;11837.39103;11957.08421;14354.18838;14339.28787;15702.14306;16548.40641;14249.11497;14999.47964;16882.63947;19080.61737
Luxembourg;80289.69641;89739.7117;106018.4928;114293.8433;103198.6693;104965.3061;115761.5077;106749.0136;113625.1329;118823.6484;101376.4966;104278.391;107627.151;116654.2611
Latvia;7552.873894;9663.373451;14042.46242;16376.99836;12257.21657;11348.40623;13832.39118;13850.64282;15041.17446;15740.32675;13698.93795;14153.41492;15586.58189;17805.28031
Macao SAR, China;25043.01895;29950.77311;36352.91846;40597.55748;40796.96183;52253.15531;66644.38534;76291.84749;89287.45402;93777.1068;75340.98698;74061.08603;81516.67492;87208.53591
St. Martin (French part);;;;;;;;;;;;;;
Morocco;2018.025743;2196.01219;2499.259938;2890.360083;2866.924199;2839.925168;3046.949136;2912.658275;3121.681176;3171.699192;2875.257985;2896.720003;3036.325255;3222.200634
Monaco;124193.6056;134044.7012;169961.3839;185721.7942;154762.1994;150725.1941;169020.8878;157515.8991;177664.1156;189422.2188;166011.5091;170028.6557;167517.0597;185829.018
Moldova;1034.707058;1183.379211;1531.685476;2111.201495;1899.010117;2437.529978;2942.255949;3045.739874;3322.038436;3328.801449;2732.457113;2880.439281;3509.69345;4233.999556
Madagascar;319.5374402;338.7511265;438.6552901;536.3514595;467.5397549;471.959197;531.2655718;518.1529543;541.0662;530.8613457;467.2353994;475.9554172;515.2927249;527.5013261
Maldives;3639.966576;4809.963115;5574.451876;6614.159147;6636.412416;7076.662423;7291.42764;7265.613656;7928.457365;8499.365762;9033.390413;9209.288625;9540.634349;10330.61561
Middle East & North Africa;4410.601214;5056.227604;5868.756017;7177.970224;6274.402399;7169.344653;8324.984473;8894.861579;8652.347582;8537.258824;7371.998335;7265.221146;7411.423129;8049.979551
Mexico;8277.671251;9068.294387;9642.680605;10016.5713;8002.972106;9271.398233;10203.42085;10241.72792;10725.18332;10922.37605;9605.952351;8739.756043;9278.418168;9673.443674
Marshall Islands;2568.361142;2608.605448;2745.438975;2726.097483;2698.179556;2876.994997;3083.83188;3224.338382;3296.698163;3230.02326;3213.837288;3473.775006;3666.695374;3788.163594
Middle income;1951.823525;2292.905302;2803.427178;3325.115449;3212.848716;3866.193845;4517.714608;4770.005245;4991.390481;5121.330794;4804.481578;4778.762823;5193.1639;5480.309215
North Macedonia;3037.75311;3325.635809;4036.20277;4793.443669;4544.008835;4542.899717;5063.786986;4698.141294;5210.67583;5468.480869;4840.273123;5129.15896;5430.87421;6062.942604
Mali;489.021069;523.0386031;596.6901888;694.2776501;698.8989219;710.2742022;837.6034406;778.6192858;805.032838;848.302758;751.4786686;780.38787;830.5574088;900.1101645
Malta;15857.60316;16671.5672;19375.5696;21928.70067;20675.58259;21107.36443;22858.58609;21916.41159;23837.27999;26008.82772;24002.52329;25133.04565;27239.0701;30133.46617
