"Bacteria","Country","Region","Code","Year","R_multi","DDD_sys_commun","per_cap_US","GDP_total","GDP_health","Out_pocket_exp","income_pc","rural_pop","HDR","ctrl_corrup","GOV_effect","rule_law","total_pop"
"Klebsiella pneumoniae","Lithuania","Northern","LT",2012,0.52173913,13.2688,896.9,14339.28787,6.29,31.8008393,14070,33.136,0.835,0.393993855,0.833409011,0.85041523,2987773
"Klebsiella pneumoniae","Luxembourg","Western","LU",2012,0.2,23.1448,7097,106749.0136,6.57,10.4518801,75450,10.751,0.892,2.122711658,1.672071934,1.7989043,530946
"Klebsiella pneumoniae","Latvia","Northern","LV",2012,0.423076923,10.9601,745.5,13850.64282,5.42,37.82342374,13850,32.103,0.825,0.245458975,0.838448524,0.785476744,2034319
"Klebsiella pneumoniae","Malta","Southern","MT",2012,0.196428571,19.4984,1899,21916.41159,8.61,32.09076226,21650,5.789,0.854,0.94321835,1.247961402,1.344981909,420028
"Klebsiella pneumoniae","Netherlands","Western","NL",2012,0.026986507,10.0884,5285,50073.00566,10.54,10.0906767,52930,11.412,0.921,2.117599487,1.813399553,1.861233473,16754962
"Klebsiella pneumoniae","Norway","Northern","NO",2012,0.015177066,16.5331,8970,101524.1419,8.77,14.80008215,99220,20.126,0.942,2.256409407,1.909127474,1.958512545,5018573
"Klebsiella pneumoniae","Poland","Eastern","PL",2012,0.502857143,19.8787,815.1,13145.53926,6.2,24.2740646,13300,39.346,0.836,0.663234055,0.675630391,0.780411541,38063164
"Klebsiella pneumoniae","Portugal","Southern","PT",2012,0.25128866,18.7098,1919,20564.88986,9.35,28.17890942,21150,38.237,0.829,0.96023792,1.035027623,1.065502048,10514844
"Klebsiella pneumoniae","Romania","Eastern","RO",2012,0.422680412,25.9402,401.7,8535.046876,4.72,22.42794037,8780,46.026,0.796,-0.263397515,-0.311950058,0.042129636,20058035
"Klebsiella pneumoniae","Sweden","Northern","SE",2012,0.01432958,13.7087,6274,58037.82132,10.93,15.4042542,58930,14.38,0.908,2.312869072,1.957009554,1.951555252,9519374
"Klebsiella pneumoniae","Slovenia","Southern","SI",2012,0.173228346,11.783,1975,22643.10025,8.76,12.4599658,23250,46.892,0.876,0.839746892,1.031650066,1.014998674,2057159
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2012,0.023001095,17.661,3493,42462.77157,8.29,9.715238214,41700,18.163,0.897,1.674152732,1.547542214,1.718675971,63700215
"Klebsiella pneumoniae","Austria","Western","AT",2013,0.035842294,14.1696,5234,50716.70871,10.29,19.17125136,50700,42.664,0.896,1.55079484,1.588477135,1.851382136,8479823
"Klebsiella pneumoniae","Belgium","Western","BE",2013,0.081896552,22.5706,4850,46744.66254,10.37,18.03226322,47880,2.211,0.908,1.673882127,1.607339144,1.43843472,11159407
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2013,0.356060606,17.2952,600.3,7651.817881,7.87,47.10148871,7590,26.687,0.792,-0.267288208,0.157344475,-0.102405354,7265115
"Klebsiella pneumoniae","Cyprus","Southern","CY",2013,0.058823529,23.9493,1920,27729.1927,6.9,43.09228957,27830,32.863,0.854,1.245758176,1.366624117,1.036581397,1143866
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2013,0.382649109,16.8961,1555,19916.01939,7.81,13.58585358,19270,26.71,0.874,0.228798985,0.891820014,1.039771318,10514272
"Klebsiella pneumoniae","Germany","Western","DE",2013,0.070385126,14.4872,5094,46285.76407,10.93,13.27638924,47190,22.82,0.927,1.813810706,1.542519927,1.649499655,80645605
"Klebsiella pneumoniae","Denmark","Northern","DK",2013,0.034682081,15.6578,6237,61191.1937,10.17,13.81007284,63200,12.708,0.926,2.404900789,1.992455125,1.900482297,5614932
"Klebsiella pneumoniae","Estonia","Northern","EE",2013,0.091954023,10.3255,1144,19174.10073,6.01,22.60502726,18250,31.878,0.863,1.188760996,0.974775255,1.198479652,1317997
"Klebsiella pneumoniae","Greece","Southern","EL",2013,0.515463917,27.99,1834,21874.8195,8.41,33.68635774,22540,22.645,0.858,-0.04531141,0.459202468,0.465021938,10965211
"Klebsiella pneumoniae","Spain","Southern","ES",2013,0.112006446,16.1563,2629,29059.54795,9.02,23.98318201,29210,20.867,0.875,0.903092504,1.154522538,1.0205158,46620045
"Klebsiella pneumoniae","Finland","Northern","FI",2013,0.003891051,16.9272,4307,49878.04324,8.67,19.33733374,49480,14.875,0.916,2.202126265,2.174288273,1.936688185,5438972
"Klebsiella pneumoniae","France","Western","FR",2013,0.228601253,24.1306,4900,42592.93409,11.44,9.928711504,43780,20.865,0.882,1.329576135,1.48182869,1.426772714,65998687
"Klebsiella pneumoniae","Croatia","Southern","HR",2013,0.29972752,17.6101,889.9,13642.19366,6.52,8.831276745,13550,44.294,0.825,0.12422023,0.701186359,0.291649491,4255689
"Klebsiella pneumoniae","Hungary","Eastern","HU",2013,0.322404372,13.3688,990.6,13687.2461,7.26,28.38487625,13480,30.047,0.835,0.321602583,0.654968202,0.582692802,9893082
"Klebsiella pneumoniae","Ireland","Northern","IE",2013,0.079113924,20.0484,5330,51590.18845,10.29,14.27645087,43480,37.859,0.908,1.538591504,1.485335708,1.731722951,4623816
"Klebsiella pneumoniae","Iceland","Northern","IS",2013,0,19.4375,4031,49522.23659,8.22,18.25796515,46960,6.367,0.92,1.912273526,1.490048647,1.662147522,323764
"Klebsiella pneumoniae","Italy","Southern","IT",2013,0.295588235,23.3234,3196,35549.9747,8.95,21.76292092,35550,31.021,0.873,0.05163566,0.458483517,0.402901322,60233948
"Klebsiella pneumoniae","Lithuania","Northern","LT",2013,0.333333333,15.1148,958.9,15702.14306,6.14,32.82087147,15310,33.014,0.84,0.426032931,0.831737101,0.836003721,2957689
"Klebsiella pneumoniae","Luxembourg","Western","LU",2013,0.169811321,23.1353,6522,113625.1329,5.67,11.06899157,75500,10.426,0.892,2.123356342,1.629902482,1.816298723,543360
"Klebsiella pneumoniae","Latvia","Northern","LV",2013,0.397727273,11.3423,807.1,15041.17446,5.4,38.47148418,14930,32.075,0.834,0.328415573,0.889026761,0.767849863,2012647
"Klebsiella pneumoniae","Malta","Southern","MT",2013,0.208955224,20.6661,2121,23837.27999,8.83,30.22222221,22710,5.721,0.861,0.983500004,1.257873297,1.333084106,425967
"Klebsiella pneumoniae","Netherlands","Western","NL",2013,0.022222222,9.6108,5531,52184.06185,10.58,11.53488532,52950,10.813,0.924,2.046001911,1.78395927,1.8350811,16804432
"Klebsiella pneumoniae","Norway","Northern","NO",2013,0.017857143,15.8313,9241,102913.4508,8.92,14.59419578,104330,19.714,0.946,2.294474602,1.884966731,1.980009913,5079623
"Klebsiella pneumoniae","Poland","Eastern","PL",2013,0.542857143,20.4971,878.1,13781.06261,6.38,23.80160242,13530,39.471,0.851,0.596016347,0.722514808,0.819490671,38040196
"Klebsiella pneumoniae","Portugal","Southern","PT",2013,0.216721672,16.0974,1959,21647.04181,9.09,26.9631058,21370,37.648,0.837,0.950478137,1.230732441,1.058801651,10457295
"Klebsiella pneumoniae","Romania","Eastern","RO",2013,0.428571429,26.7645,495.2,9555.244217,5.19,20.17611563,9320,46.063,0.8,-0.18797645,-0.074424632,0.125015959,19983693
"Klebsiella pneumoniae","Sweden","Northern","SE",2013,0.017004049,12.65,6723,61126.9432,11.09,15.53537697,61580,14.064,0.927,2.29162097,1.909026146,1.972878098,9600379
"Klebsiella pneumoniae","Slovenia","Southern","SI",2013,0.159183673,11.907,2055,23496.60231,8.79,12.45486438,23230,46.668,0.884,0.729321599,1.013162732,1.000792265,2059953
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2013,0.047663551,18.3145,4208,43444.533,9.77,15.03525972,42740,17.898,0.914,1.699135184,1.495450616,1.705037713,64128273
"Klebsiella pneumoniae","Austria","Western","AT",2014,0.032222222,12.0866,5386,51717.49594,10.37,19.09817606,50370,42.474,0.904,1.474734902,1.572585702,1.952464104,8546356
"Klebsiella pneumoniae","Belgium","Western","BE",2014,0.079178886,22.3619,4944,47700.54036,10.41,17.49034077,47800,2.167,0.91,1.573291898,1.381594181,1.52343905,11209057
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2014,0.440559441,18.6023,666.4,7874.260904,8.5,45.8127737,7740,26.349,0.797,-0.246874854,0.0787379,-0.046017233,7223938
"Klebsiella pneumoniae","Cyprus","Southern","CY",2014,0.15,22.1873,1846,27129.62612,6.78,44.73412633,26510,32.969,0.856,1.075781465,1.140383601,1.077018499,1152285
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2014,0.387120116,17.1151,1513,19744.55861,7.65,14.08199221,18800,26.616,0.879,0.36779505,1.017592907,1.15218091,10525347
"Klebsiella pneumoniae","Germany","Western","DE",2014,0.053115424,13.3729,5291,47959.99327,10.96,12.86283284,47620,22.81,0.93,1.838379741,1.731391549,1.856834173,80982500
"Klebsiella pneumoniae","Denmark","Northern","DK",2014,0.031351351,15.1744,6381,62548.98473,10.17,13.77456188,63670,12.59,0.928,2.247260332,1.819007277,2.096355438,5643475
"Klebsiella pneumoniae","Estonia","Northern","EE",2014,0.114503817,10.2215,1237,20367.10266,6.12,22.62244374,18990,31.731,0.865,1.303455591,1.016679525,1.372891307,1314545
"Klebsiella pneumoniae","Greece","Southern","EL",2014,0.551366635,29.1725,1725,21760.9798,7.95,36.63310707,22180,22.298,0.866,-0.122388072,0.398586392,0.36259988,10892413
"Klebsiella pneumoniae","Spain","Southern","ES",2014,0.100554236,17.0698,2671,29461.55033,9.02,24.36438203,29130,20.634,0.88,0.629841745,1.1597054,0.952644229,46480882
"Klebsiella pneumoniae","Finland","Northern","FI",2014,0.014388489,16.5944,4740,50260.29986,9.49,18.92360151,49390,14.825,0.918,2.165774584,1.998275638,2.100273371,5461512
"Klebsiella pneumoniae","France","Western","FR",2014,0.237108656,23.1241,4988,43011.2631,11.57,9.845147282,43320,20.606,0.887,1.314697027,1.403170347,1.474639177,66312067
"Klebsiella pneumoniae","Croatia","Southern","HR",2014,0.306060606,17.7681,909.4,13600.19439,6.7,11.2752825,13260,44.077,0.827,0.219041422,0.692963302,0.319685102,4238389
"Klebsiella pneumoniae","Hungary","Eastern","HU",2014,0.286163522,14.0211,1006,14246.1098,7.09,28.36090922,13540,29.773,0.833,0.164560184,0.533443689,0.501931071,9866468
"Klebsiella pneumoniae","Ireland","Northern","IE",2014,0.073654391,19.5123,5392,55492.98268,9.65,14.03183043,46320,37.66,0.92,1.604880452,1.597104549,1.779152513,4657740
"Klebsiella pneumoniae","Iceland","Northern","IS",2014,0,17.1125,4476,54241.93466,8.28,17.98097789,48230,6.333,0.924,1.827839136,1.491399884,1.708532214,327386
"Klebsiella pneumoniae","Italy","Southern","IT",2014,0.319587629,22.6266,3190,35518.41529,9.01,22.13684618,34890,30.728,0.874,-0.029641563,0.374144018,0.37739116,60789140
"Klebsiella pneumoniae","Lithuania","Northern","LT",2014,0.355263158,13.126,1021,16548.40641,6.2,31.49276078,16040,32.892,0.852,0.558858037,0.982653379,0.939177334,2932367
"Klebsiella pneumoniae","Luxembourg","Western","LU",2014,0.166666667,21.5989,6681,118823.6484,5.56,11.05491295,76470,10.116,0.895,2.073182344,1.65443325,1.906487703,556319
"Klebsiella pneumoniae","Latvia","Northern","LV",2014,0.413461538,10.624,855.6,15740.32675,5.47,39.10600841,15300,32.048,0.836,0.415365428,0.958550274,0.872382939,1993782
"Klebsiella pneumoniae","Malta","Southern","MT",2014,0.252525253,20.4509,2462,26008.82772,9.37,36.38644814,24260,5.653,0.868,0.851744354,1.028361678,1.193639755,434558
"Klebsiella pneumoniae","Netherlands","Western","NL",2014,0.019653179,9.4164,5594,52830.17423,10.57,11.58756539,51980,10.31,0.925,1.990493894,1.817106485,1.980402589,16865008
"Klebsiella pneumoniae","Norway","Northern","NO",2014,0.038978495,15.5436,9118,97019.18275,9.33,14.37853277,104560,19.308,0.945,2.226565599,1.828457475,2.029048204,5137232
"Klebsiella pneumoniae","Poland","Eastern","PL",2014,0.546275395,19.8834,911.3,14347.91458,6.35,23.01104367,13680,39.597,0.853,0.635148048,0.827383578,0.840595961,38011735
"Klebsiella pneumoniae","Portugal","Southern","PT",2014,0.227565982,16.5963,1987,22074.30076,9.02,27.70278156,21190,37.064,0.84,0.947626293,0.988590837,1.137530565,10401062
"Klebsiella pneumoniae","Romania","Eastern","RO",2014,0.562753036,26.6204,503.3,10026.97358,5.03,20.31369954,9680,46.1,0.803,-0.112616196,-0.025993757,0.165362,19908979
"Klebsiella pneumoniae","Sweden","Northern","SE",2014,0.014446228,12.4811,6628,60020.36046,11.13,15.51090479,61690,13.753,0.929,2.153375149,1.803889275,1.992006302,9696110
"Klebsiella pneumoniae","Slovenia","Southern","SI",2014,0.188841202,11.6207,2060,24214.92207,8.51,12.98344582,23610,46.443,0.886,0.726776481,1.005159855,1.001514196,2061980
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2014,0.030769231,18.5446,4601,47425.60768,9.76,14.97426927,44330,17.635,0.918,1.738477588,1.626729727,1.889571428,64602298
"Klebsiella pneumoniae","Austria","Western","AT",2015,0.033119658,12.0588,4611,44178.04738,10.37,19.09111291,47450,42.285,0.906,1.519275665,1.47912693,1.855246663,8642699
"Klebsiella pneumoniae","Belgium","Western","BE",2015,0.093484419,22.751,4171,40991.80814,10.28,17.53991246,45540,2.124,0.913,1.57330668,1.438440561,1.463494301,11274196
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2015,0.285714286,18.8214,572,7053.603706,8.2,47.66826928,7450,26.01,0.807,-0.264645517,0.208683118,-0.097004414,7177991
"Klebsiella pneumoniae","Cyprus","Southern","CY",2015,0.177419355,26.593,1582,23333.71491,6.81,44.32916045,25960,33.054,0.864,1.007443786,1.048619509,1.039910555,1160985
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2015,0.415254237,17.3704,1284,17715.61685,7.24,14.82839435,18260,26.523,0.882,0.433735937,1.046509385,1.148088455,10546059
"Klebsiella pneumoniae","Germany","Western","DE",2015,0.031685678,13.1123,4617,41139.54457,11.09,12.98534572,45850,22.8,0.933,1.837888479,1.736830235,1.794997096,81686611
"Klebsiella pneumoniae","Denmark","Northern","DK",2015,0.010822511,15.3071,5469,53254.856,10.23,13.67477924,60510,12.474,0.926,2.211076021,1.847928524,2.042371035,5683483
"Klebsiella pneumoniae","Estonia","Northern","EE",2015,0.222222222,10.5025,1112,17522.23019,6.39,22.78413773,18680,31.584,0.871,1.293648124,1.067977548,1.331910014,1315407
"Klebsiella pneumoniae","Greece","Southern","EL",2015,0.467241379,31.2566,1465,18167.77372,8.09,36.42956913,20320,21.954,0.868,-0.076613776,0.256060988,0.267145306,10820883
"Klebsiella pneumoniae","Spain","Southern","ES",2015,0.116935484,17.4888,2352,25732.01836,9.11,23.78713787,28430,20.398,0.885,0.583900213,1.174035192,0.901592016,46444832
"Klebsiella pneumoniae","Finland","Northern","FI",2015,0.011235955,15.7626,4122,42784.69836,9.7,19.77814883,47150,14.775,0.919,2.275324106,1.81301105,2.063105345,5479531
"Klebsiella pneumoniae","France","Western","FR",2015,0.224612737,23.792,4204,36638.18493,11.46,9.70665291,41100,20.345,0.888,1.305665612,1.436796069,1.413305163,66548272
"Klebsiella pneumoniae","Croatia","Southern","HR",2015,0.323684211,18.0325,795.5,11782.89908,6.79,10.94434559,12970,43.845,0.83,0.24522607,0.513849258,0.200354069,4203604
"Klebsiella pneumoniae","Hungary","Eastern","HU",2015,0.302292264,14.697,870.5,12651.56834,6.97,27.48836577,13220,29.5,0.835,0.148635432,0.497252017,0.399935961,9843028
"Klebsiella pneumoniae","Ireland","Northern","IE",2015,0.072351421,21.2936,4565,61995.42278,7.34,13.24400157,50350,37.462,0.926,1.615371466,1.533082247,1.774898171,4701957
"Klebsiella pneumoniae","Iceland","Northern","IS",2015,0,17.5867,4282,52564.42919,8.15,17.63640493,50160,6.3,0.927,1.939109683,1.492079139,1.66732955,330815
"Klebsiella pneumoniae","Italy","Southern","IT",2015,0.29742268,22.3836,2709,30230.2263,8.99,23.13825786,32980,30.435,0.875,0.016264148,0.447952747,0.275050968,60730582
"Klebsiella pneumoniae","Lithuania","Northern","LT",2015,0.398876404,13.636,920.2,14249.11497,6.48,31.83712065,15170,32.77,0.855,0.617654681,1.184934258,1.008047462,2904910
"Klebsiella pneumoniae","Luxembourg","Western","LU",2015,0.133333333,21.8471,5567,101376.4966,5.48,10.61571091,72470,9.821,0.899,2.09668684,1.72407794,1.874648809,569604
"Klebsiella pneumoniae","Latvia","Northern","LV",2015,0.366071429,11.1386,775.6,13698.93795,5.71,40.53730965,15010,32.02,0.842,0.468176097,1.08944416,0.794590116,1977527
"Klebsiella pneumoniae","Malta","Southern","MT",2015,0.147727273,18.7583,2250,24002.52329,9.24,37.10762262,24680,5.586,0.877,0.900374472,0.850428402,1.135585546,445053
"Klebsiella pneumoniae","Netherlands","Western","NL",2015,0.029735683,9.4898,4675,45175.23189,10.32,11.28642857,49810,9.827,0.927,1.884297013,1.832506895,1.944192171,16939923
"Klebsiella pneumoniae","Norway","Northern","NO",2015,0.022889843,15.4323,7566,74355.51586,10.11,14.14276958,93110,18.909,0.948,2.242803812,1.864499331,2.011147022,5188607
"Klebsiella pneumoniae","Poland","Eastern","PL",2015,0.539534884,22.8069,804,12572.4266,6.4,23.31281453,13350,39.722,0.858,0.669521451,0.798782945,0.802058518,37986412
"Klebsiella pneumoniae","Portugal","Southern","PT",2015,0.249520154,17.3372,1725,19242.36647,8.97,27.72781551,20440,36.486,0.843,0.964724958,1.220341086,1.146594763,10358076
"Klebsiella pneumoniae","Romania","Eastern","RO",2015,0.498084291,28.0473,442.2,8977.437382,4.94,21.28169239,9650,46.113,0.806,-0.017646439,-0.056130581,0.157543659,19815616
"Klebsiella pneumoniae","Sweden","Northern","SE",2015,0.018604651,11.9241,5623,51545.48361,11,15.48625827,58250,13.447,0.932,2.241128206,1.815902472,2.037792206,9799186
"Klebsiella pneumoniae","Slovenia","Southern","SI",2015,0.168776371,11.855,1775,20881.76677,8.5,12.49877736,22250,46.219,0.886,0.772998154,0.972418487,0.974570155,2063531
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2015,0.041942605,17.8977,4326,44974.83188,9.69,15.12357891,44290,17.374,0.916,1.876371026,1.743744612,1.813059926,65116219
"Klebsiella pneumoniae","Austria","Western","AT",2016,0.035467128,11.4237,4719,45237.80509,10.42,19.30112839,46220,42.095,0.909,1.548537016,1.511904955,1.814966559,8736668
"Klebsiella pneumoniae","Belgium","Western","BE",2016,0.092621664,22.531,4279,41998.33575,10.3,17.86475033,43440,2.081,0.915,1.638705134,1.326213479,1.390964746,11331422
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2016,0.458646617,17.6417,612.5,7545.790332,8.23,47.95404673,7430,25.671,0.812,-0.168443292,0.295897067,-0.061471604,7127822
"Klebsiella pneumoniae","Cyprus","Southern","CY",2016,0.186666667,28.3696,1637,24532.51906,6.79,45.2442795,24700,33.119,0.869,0.826646328,0.960943103,0.721343994,1170187
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2016,0.408236994,17.1576263016998,1322,18463.38658,7.15,15.02381265,17590,26.43,0.885,0.536757231,1.036739469,1.035501719,10566332
"Klebsiella pneumoniae","Germany","Western","DE",2016,0.053324556,12.8394,4734,42098.92045,11.13,12.88281828,44290,22.776,0.936,1.843417764,1.734568119,1.622016311,82348669
"Klebsiella pneumoniae","Denmark","Northern","DK",2016,0.014388489,15.1637,5566,54663.99837,10.18,13.71238232,58040,12.358,0.928,2.23059082,1.876053929,1.912385345,5728010
"Klebsiella pneumoniae","Estonia","Northern","EE",2016,0.169398907,10.3826,1185,18237.29584,6.5,22.72888422,18280,31.437,0.875,1.272345304,1.090856671,1.226358056,1315790
"Klebsiella pneumoniae","Greece","Southern","EL",2016,0.484201537,30.9553,1499,18116.45962,8.28,34.60354507,18890,21.613,0.866,-0.092085712,0.226677805,0.107345834,10775971
"Klebsiella pneumoniae","Spain","Southern","ES",2016,0.124253285,25.6276,2391,26505.34322,8.97,23.93914312,27530,20.16,0.888,0.515630543,1.115842104,0.978824794,46484062
"Klebsiella pneumoniae","Finland","Northern","FI",2016,0.012396694,15.0338,4095,43784.28396,9.43,20.49999535,45490,14.725,0.922,2.239527702,1.828907728,2.015213728,5495303
"Klebsiella pneumoniae","France","Western","FR",2016,0.213223787,23.8742,4257,37037.37419,11.48,9.551420808,39070,20.083,0.887,1.400143027,1.405252218,1.413081884,66724104
"Klebsiella pneumoniae","Croatia","Southern","HR",2016,0.275080906,17.0664,840.9,12360.48382,6.83,10.97398251,12380,43.597,0.832,0.20333077,0.494286805,0.409176141,4174349
"Klebsiella pneumoniae","Hungary","Eastern","HU",2016,0.300984529,13.3326,914.6,12992.37567,7.13,27.71828771,13050,29.221,0.838,0.097243495,0.464301646,0.423058361,9814023
"Klebsiella pneumoniae","Ireland","Northern","IE",2016,0.057522124,20.3775,4721,63197.08237,7.38,12.77513355,52490,37.263,0.936,1.58335638,1.331620812,1.517243624,4755335
"Klebsiella pneumoniae","Iceland","Northern","IS",2016,0,18.1668,5064,61466.80397,8.13,16.86918437,55150,6.265,0.932,1.949493647,1.385732055,1.51954484,335439
"Klebsiella pneumoniae","Italy","Southern","IT",2016,0.327046918,21.8364,2736,30939.71425,8.88,22.92509377,31950,30.145,0.878,0.084406801,0.534770429,0.329159915,60627498
"Klebsiella pneumoniae","Lithuania","Northern","LT",2016,0.421052631,13.5114,988.5,14999.47964,6.64,32.31704831,14870,32.634,0.86,0.713836074,1.070065498,1.029358149,2868231
"Klebsiella pneumoniae","Luxembourg","Western","LU",2016,0.243589744,21.3645,5596,104278.391,5.47,10.49742699,68670,9.54,0.904,2.096853733,1.692345738,1.760356069,582014
"Klebsiella pneumoniae","Latvia","Northern","LV",2016,0.318681319,11.0567,874.2,14153.41492,6.21,43.44228208,14600,31.979,0.845,0.431138307,1.005264163,0.958982587,1959537
"Klebsiella pneumoniae","Malta","Southern","MT",2016,0.147058823,18.3857,2328,25133.04565,9.17,35.02109647,23580,5.52,0.881,0.721244872,0.9557845,0.997758865,455356
"Klebsiella pneumoniae","Netherlands","Western","NL",2016,0.035273369,9.2481,4753,46007.85292,10.3,11.30024791,46900,9.365,0.929,1.913111448,1.833539486,1.894409895,17030314
"Klebsiella pneumoniae","Norway","Northern","NO",2016,0.026022305,14.8937,7497,70459.1825,10.52,14.27099854,81810,18.515,0.951,2.196582556,1.86937499,2.036334038,5234519
"Klebsiella pneumoniae","Poland","Eastern","PL",2016,0.536121673,20.7318,813.5,12431.81589,6.54,23.08046073,12680,39.822,0.864,0.739105165,0.706566393,0.636217952,37970087
"Klebsiella pneumoniae","Portugal","Southern","PT",2016,0.27186964,17.5384,1803,19978.40121,9.04,27.79162228,19930,35.914,0.846,0.92550689,1.209820509,1.097241998,10325452
"Klebsiella pneumoniae","Romania","Eastern","RO",2016,0.552238806,24.4245,476.2,9567.129345,4.99,20.75504959,9650,46.1,0.808,-0.018714854,-0.169035584,0.360988885,19702267
"Klebsiella pneumoniae","Sweden","Northern","SE",2016,0.021034181,11.6734,5707,51965.15715,10.98,15.33536315,54370,13.148,0.934,2.191839695,1.773643494,2.01903367,9923085
"Klebsiella pneumoniae","Slovenia","Southern","SI",2016,0.131086142,10.6526,1834,21622.58068,8.48,12.00222373,21750,45.98,0.892,0.822988153,1.127258778,1.082672358,2065042
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2016,0.036928799,17.452,3945,41064.13343,9.7,15.49326032,42980,17.114,0.918,1.898976684,1.60161829,1.691506982,65611593
"Klebsiella pneumoniae","Austria","Western","AT",2017,0.030131827,11.9188,4940,47549.07904,10.4,19.2032665,45150,41.906,0.912,1.526028633,1.461260676,1.81247282,8797566
"Klebsiella pneumoniae","Belgium","Western","BE",2017,0.085308057,21.1439,4507,44288.50804,10.34,17.63822287,42750,2.039,0.917,1.497134089,1.181692719,1.3434273,11375158
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2017,0.5,18.9446,663.7,8331.058025,8.1,46.55256867,7640,25.331,0.813,-0.161115259,0.260194153,-0.040922999,7075947
"Klebsiella pneumoniae","Cyprus","Southern","CY",2017,0.253521127,28.8781,1732,26338.69434,6.68,44.63203549,24580,33.164,0.871,0.782737195,0.919977784,0.884949744,1179680
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2017,0.417607223,17.1003979493626,1476,20379.89604,7.23,14.80910182,17970,26.325,0.888,0.567682743,1.005324841,1.116695046,10594438
"Klebsiella pneumoniae","Germany","Western","DE",2017,0.063328034,12.3406,5033,44349.58966,11.25,12.67291903,43680,22.739,0.938,1.841110229,1.71929121,1.608338714,82657002
"Klebsiella pneumoniae","Denmark","Northern","DK",2017,0.024064171,14.3332,5800,57141.05984,10.11,13.73846531,56210,12.243,0.929,2.193403959,1.79694283,1.863845944,5764980
"Klebsiella pneumoniae","Estonia","Northern","EE",2017,0.118012422,9.9409,1300,20388.20955,6.43,23.66462499,18750,31.283,0.879,1.242426515,1.109356642,1.281881213,1317384
"Klebsiella pneumoniae","Greece","Southern","EL",2017,0.478810409,32.1485,1517,18930.21859,8.04,34.75020826,18360,21.276,0.871,-0.138348609,0.313373446,0.083919302,10754679
"Klebsiella pneumoniae","Spain","Southern","ES",2017,0.128032345,25.0078,2506,28170.43457,8.87,23.56579006,27060,19.92,0.891,0.491772741,1.033853531,1.008470416,46593236
"Klebsiella pneumoniae","Finland","Northern","FI",2017,0.023743017,13.5916,4206,46316.74546,9.21,20.22742331,44740,14.675,0.924,2.215836048,1.936856508,2.027072906,5508214
"Klebsiella pneumoniae","France","Western","FR",2017,0.193741209,22.9691,4380,38812.16103,11.31,9.384219348,38340,19.82,0.89,1.25949657,1.352089524,1.438317537,66864379
"Klebsiella pneumoniae","Croatia","Southern","HR",2017,0.229508197,16.8271,902.1,13412.33829,6.79,10.97325161,12640,43.333,0.835,0.186701789,0.571306348,0.334248334,4124531
"Klebsiella pneumoniae","Hungary","Eastern","HU",2017,0.331386861,13.4288,981.4,14457.60876,6.88,26.89432502,13080,28.938,0.841,0.089291483,0.522134185,0.529676974,9787966
"Klebsiella pneumoniae","Ireland","Northern","IE",2017,0.05870021,19.35,4977,69822.34718,7.18,12.28111684,53480,37.053,0.939,1.548582196,1.290976882,1.427983165,4807388
"Klebsiella pneumoniae","Iceland","Northern","IS",2017,0,18.844,6086,71310.93925,8.33,16.48037881,60530,6.227,0.935,1.838142157,1.450543642,1.606575847,343400
"Klebsiella pneumoniae","Italy","Southern","IT",2017,0.316326531,19.0155,2840,32406.72032,8.84,23.48580658,31360,29.856,0.881,0.188600972,0.502127409,0.324624747,60536709
"Klebsiella pneumoniae","Lithuania","Northern","LT",2017,0.48136646,13.5566,1078,16882.63947,6.46,32.2738111,15260,32.484,0.866,0.553735316,0.965336978,0.99265039,2828403
"Klebsiella pneumoniae","Luxembourg","Western","LU",2017,0.171717172,20.9298,5783,107627.151,5.48,10.6895417,66430,9.273,0.908,1.985519648,1.683146834,1.737712979,596336
"Klebsiella pneumoniae","Latvia","Northern","LV",2017,0.125,12.0534,930.4,15586.58189,5.96,41.98757708,14720,31.925,0.849,0.53583014,0.903794527,0.931378543,1942248
"Klebsiella pneumoniae","Malta","Southern","MT",2017,0.282051282,19.7945,2586,27239.0701,9.34,34.75378752,23570,5.454,0.883,0.739660442,1.004371881,1.143620372,467999
"Klebsiella pneumoniae","Netherlands","Western","NL",2017,0.050462574,8.9412,4911,48675.22234,10.1,11.08693331,47140,8.923,0.932,1.867299438,1.85179317,1.830022931,17131296
"Klebsiella pneumoniae","Norway","Northern","NO",2017,0.032010243,14.3658,7936,75496.75406,10.45,14.17728662,76210,18.129,0.953,2.236802578,1.983223081,2.020279169,5276968
